temp,Year,celsius,anomaly
218.3,2000.0,-54.849999999999966,0.8885057471264517
218.3,1993.55977,-54.849999999999966,0.8885057471264517
218.3,1987.44019,-54.849999999999966,0.8885057471264517
218.3,1981.64156,-54.849999999999966,0.8885057471264517
218.3,1974.55278,-54.849999999999966,0.8885057471264517
218.3,1967.78422,-54.849999999999966,0.8885057471264517
218.3,1961.01305,-54.849999999999966,0.8885057471264517
218.3,1953.2703,-54.849999999999966,0.8885057471264517
218.3,1944.552158,-54.849999999999966,0.8885057471264517
218.3,1936.47001,-54.849999999999966,0.8885057471264517
218.3,1927.72716,-54.849999999999966,0.8885057471264517
218.3,1919.29013,-54.849999999999966,0.8885057471264517
218.3,1911.48243,-54.849999999999966,0.8885057471264517
219.2,1902.99789,-53.94999999999999,1.788505747126429
220.4,1894.79448,-52.74999999999997,2.988505747126446
217.7,1885.56354,-55.44999999999999,0.28850574712642896
217.0,1876.94427,-56.14999999999998,-0.4114942528735597
217.4,1868.27651,-55.74999999999997,-0.01149425287355399
217.4,1859.56143,-55.74999999999997,-0.01149425287355399
216.9,1850.29515,-56.24999999999997,-0.511494252873554
218.2,1840.1805,-54.94999999999999,0.788505747126429
216.8,1830.7824,-56.349999999999966,-0.6114942528735483
216.3,1820.6084,-56.849999999999966,-1.1114942528735483
217.8,1810.0466,-55.349999999999966,0.3885057471264517
217.0,1799.8623,-56.14999999999998,-0.4114942528735597
218.4,1789.3203,-54.74999999999997,0.988505747126446
